0, 20, 0.0, 0.0, 0.0, 0.0, 0.0
1, 20, 0.0, 19123.679398, 0.0, 1694.2770655, 4164.726569668019
2, 20, 0.0, 19123.679398, 0.0, 1071.2757806, 4162.694345953503
3, 20, 0.0, 27020.012247, 0.0, 2753.42236405, 7121.460200821561
4, 20, 0.0, 27020.012247, 0.0, 1351.00061235, 5888.875141895219
5, 20, 0.0, 145645.925783, 0.0, 8744.82014175, 31950.992778497046
6, 20, 0.0, 145645.925783, 0.0, 36873.3510996, 62061.200894525915
7, 20, 0.0, 149265.610923, 0.0, 52332.0970476, 68285.52275527024
8, 20, 0.0, 149265.610923, 141602.9144985, 89579.54194529999, 67932.22077763177
9, 20, 0.0, 149779.274702, 144280.02304549998, 108822.61463095, 62911.30826439372
10, 20, 0.0, 149779.274702, 147443.764469, 139414.59085185, 32052.728246998704
11, 20, 0.0, 150311.112212, 144207.0026665, 114362.32395415001, 55647.57537924585
12, 20, 55803.551659, 154795.021353, 148542.1143125, 143460.9648732, 20590.280743137475
13, 20, 16610.539157, 154795.021353, 150132.0057075, 142860.87465215, 29075.630162632646
14, 20, 142094.114066, 154795.021353, 150952.4319025, 150142.13103215, 2955.3613024990036
15, 20, 145631.532135, 155589.645584, 151294.8666415, 151021.69130034998, 2456.2541016710857
16, 20, 147922.478413, 155858.320638, 151672.9164535, 151983.6683044, 2399.1086984766525
17, 20, 0.0, 155858.320638, 151468.6742585, 143935.16220274998, 33195.57398922602
18, 20, 0.0, 155858.320638, 153451.7178545, 119971.48699445001, 61055.66048481247
19, 20, 0.0, 155935.751866, 148740.16907200002, 101065.08386885001, 66062.58898724135
20, 20, 0.0, 155935.751866, 152341.0200935, 124866.25890280001, 56746.04521751912
